,Unnamed: 0,title,author,num_rating,num_reviews,avg_rating,num_pages,original_publish_year,series,genres,award,place,url
290,290,The Immortal Rules,Julie Kagawa,69209.0,6127.0,4.06,485,2012.0,True,"['Paranormal Vampires', 'Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Science Fiction Dystopia', 'Romance', 'Fantasy Urban Fantasy', 'Apocalyptic Post Apocalyptic', 'Fantasy Supernatural', 'Fiction']",1,,https://www.goodreads.com//book/show/10215349-the-immortal-rules
291,291,Disney After Dark,Ridley Pearson,25893.0,2678.0,3.91,326,2005.0,True,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens Middle Grade', 'Adventure', 'Childrens', 'Mystery', 'Science Fiction', 'Fantasy Magic', 'Childrens Juvenile']",1,,https://www.goodreads.com//book/show/953260.Disney_After_Dark
292,292,Dark Visions,L.J. Smith,37253.0,1109.0,4.19,732,2009.0,True,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Fantasy Supernatural', 'Paranormal Vampires', 'Romance Paranormal Romance', 'Fiction', 'Fantasy Urban Fantasy', 'Fantasy Magic']",0,,https://www.goodreads.com//book/show/6780439-dark-visions
293,293,Reached,Ally Condie,148186.0,11317.0,3.56,512,2012.0,True,"['Young Adult', 'Science Fiction Dystopia', 'Romance', 'Science Fiction', 'Fiction', 'Fantasy', 'Young Adult Teen', 'Audiobook', 'Adventure', 'Apocalyptic Post Apocalyptic']",0,,https://www.goodreads.com//book/show/13125947-reached
294,294,The People of Sparks,Jeanne DuPrau,52364.0,3554.0,3.68,338,2004.0,True,"['Young Adult', 'Science Fiction Dystopia', 'Fantasy', 'Fiction', 'Science Fiction', 'Childrens Middle Grade', 'Apocalyptic Post Apocalyptic', 'Childrens', 'Adventure', 'Young Adult Teen']",0,,https://www.goodreads.com//book/show/3467.The_People_of_Sparks
295,295,We Were Liars,E. Lockhart,540354.0,56731.0,3.84,242,2014.0,False,"['Young Adult', 'Contemporary', 'Mystery', 'Fiction', 'Romance', 'Realistic Fiction', 'Thriller Mystery Thriller', 'Thriller', 'Audiobook', 'Young Adult Teen']",11,United States,https://www.goodreads.com//book/show/16143347-we-were-liars
296,296,The Forbidden Game,L.J. Smith,21262.0,1076.0,4.19,750,2010.0,True,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Fantasy Supernatural', 'Horror', 'Fiction', 'Fantasy Magic', 'Fantasy Urban Fantasy', 'Romance Paranormal Romance']",0,,https://www.goodreads.com//book/show/7100490-the-forbidden-game
297,297,The Golden Lily,Richelle Mead,112531.0,6476.0,4.29,418,2012.0,True,"['Young Adult', 'Paranormal Vampires', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Fantasy Urban Fantasy', 'Fantasy Magic', 'Fantasy Supernatural', 'Romance Paranormal Romance', 'Fiction']",1,United States,https://www.goodreads.com//book/show/8709523-the-golden-lily
298,298,Switch! The Lost Kingdoms of Karibu,Karen  Prince,482.0,77.0,4.14,276,2012.0,True,"['Fantasy', 'Young Adult', 'Humor', 'Adventure', 'Fantasy Magic', 'Childrens Middle Grade', 'Fantasy Mythology', 'Childrens', 'Cultural Africa', 'Young Adult Teen']",1,Zimbabwe,https://www.goodreads.com//book/show/18333130-switch-the-lost-kingdoms-of-karibu
299,299,Found,Margaret Peterson Haddix,37588.0,3840.0,3.98,320,2008.0,True,"['Science Fiction', 'Young Adult', 'Mystery', 'Science Fiction Time Travel', 'Fantasy', 'Fiction', 'Childrens Middle Grade', 'Adventure', 'Childrens', 'Historical Historical Fiction']",10,United States,https://www.goodreads.com//book/show/1675216.Found
300,300,Drowned Tomb,James Fahy,496.0,105.0,4.43,0,2016.0,True,"['Fantasy', 'Young Adult', 'Fiction', 'Fantasy Magic']",0,,https://www.goodreads.com//book/show/30656121-drowned-tomb
301,301,A Court of Mist and Fury,Sarah J. Maas,418366.0,46946.0,4.61,626,2016.0,True,"['Fairies Fae', 'Young Adult Young Adult Fantasy', 'Audiobook', 'Romance Fantasy Romance', 'Paranormal Fairies', 'Adult', 'Romance Paranormal Romance', 'Fantasy', 'Science Fiction Fantasy', 'Action']",1,,https://www.goodreads.com//book/show/17927395-a-court-of-mist-and-fury
302,302,Bel Canto,Ann Patchett,248957.0,15617.0,3.92,318,2005.0,False,"['Fiction', 'Contemporary', 'Literary Fiction', 'Book Club', 'Novels', 'Music', 'Adult Fiction', 'Literature', 'Adult', 'Historical Historical Fiction']",5,,https://www.goodreads.com//book/show/5826.Bel_Canto
303,303,Everlost,Neal Shusterman,30619.0,2866.0,3.96,320,2006.0,True,"['Fantasy', 'Young Adult', 'Fantasy Paranormal', 'Fiction', 'Fantasy Supernatural', 'Paranormal Ghosts', 'Science Fiction', 'Adventure', 'Young Adult Teen', 'Death']",1,,https://www.goodreads.com//book/show/688191.Everlost
304,304,Red Rising,Pierce Brown,268552.0,26585.0,4.24,382,2014.0,True,"['Science Fiction', 'Fantasy', 'Young Adult', 'Science Fiction Dystopia', 'Fiction', 'Audiobook', 'Science Fiction Fantasy', 'Adult', 'Adventure', 'Space']",2,,https://www.goodreads.com//book/show/15839976-red-rising
305,305,Garden Spells,Sarah Addison Allen,91890.0,10166.0,4.04,304,2007.0,True,"['Fiction', 'Magical Realism', 'Fantasy', 'Romance', 'Womens Fiction Chick Lit', 'Fantasy Magic', 'Contemporary', 'Adult', 'Adult Fiction', 'Fantasy Paranormal']",0,United States,https://www.goodreads.com//book/show/1158967.Garden_Spells
306,306,Sweet Evil,Wendy Higgins,75672.0,5490.0,4.07,447,2012.0,True,"['Young Adult', 'Fantasy Paranormal', 'Fantasy', 'Romance', 'Paranormal Angels', 'Paranormal Demons', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Fiction']",1,United States,https://www.goodreads.com//book/show/11808950-sweet-evil
307,307,Kiss of Midnight,Lara Adrian,62304.0,2946.0,3.92,402,2007.0,True,"['Romance Paranormal Romance', 'Fantasy Paranormal', 'Paranormal Vampires', 'Romance', 'Fantasy', 'Fantasy Urban Fantasy', 'Adult', 'Fiction', 'Fantasy Supernatural', 'Adult Fiction Erotica']",0,United States,https://www.goodreads.com//book/show/704043.Kiss_of_Midnight
308,308,His Majesty's Dragon,Naomi Novik,84850.0,6677.0,4.03,356,2006.0,True,"['Fantasy', 'Fantasy Dragons', 'Historical Historical Fiction', 'Fiction', 'Historical', 'Science Fiction Alternate History', 'Adventure', 'Historical Fiction Historical Fantasy', 'Science Fiction Fantasy', 'Young Adult']",3,,https://www.goodreads.com//book/show/28876.His_Majesty_s_Dragon
309,309,Kushiel's Dart,Jacqueline Carey,77320.0,4191.0,3.99,901,2003.0,True,"['Fantasy', 'Romance', 'Fiction', 'Fantasy Epic Fantasy', 'Adult Fiction Erotica', 'Adult', 'Science Fiction Fantasy', 'Fantasy High Fantasy', 'Erotica BDSM', 'Adventure']",3,,https://www.goodreads.com//book/show/153008.Kushiel_s_Dart
310,310,Nevermore,Kelly Creagh,29578.0,2584.0,3.86,543,2010.0,True,"['Young Adult', 'Fantasy Paranormal', 'Fantasy', 'Romance', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Horror', 'Fantasy Urban Fantasy', 'Fiction', 'Paranormal Ghosts']",0,,https://www.goodreads.com//book/show/7129598-nevermore
311,311,The Law of Attraction,N.M. Silber,11047.0,892.0,3.76,0,2013.0,True,"['Romance', 'Romance Contemporary Romance', 'Contemporary', 'Humor', 'Womens Fiction Chick Lit', 'Adult', 'New Adult', 'Adult Fiction Erotica', 'Mystery', 'Law']",0,United States,https://www.goodreads.com//book/show/17931665-the-law-of-attraction
312,312,The House of Hades,Rick Riordan,289332.0,15687.0,4.52,597,2013.0,True,"['Fantasy', 'Young Adult', 'Fantasy Mythology', 'Childrens Middle Grade', 'Fiction', 'Adventure', 'Mythology Greek Mythology', 'Childrens', 'Fantasy Urban Fantasy', 'Romance']",1,Italy,https://www.goodreads.com//book/show/12127810-the-house-of-hades
313,313,Go Ask Alice,Beatrice Sparks,242607.0,10970.0,3.76,213,2006.0,False,"['Young Adult', 'Fiction', 'Classics', 'Contemporary', 'Realistic Fiction', 'Young Adult Teen', 'Health Mental Health', 'Literature Banned Books', 'Young Adult Coming Of Age', 'Psychology']",0,,https://www.goodreads.com//book/show/46799.Go_Ask_Alice
314,314,A Confederacy of Dunces,John Kennedy Toole,239776.0,15591.0,3.88,394,1994.0,False,"['Fiction', 'Classics', 'Humor', 'Literature', 'Humor Comedy', 'Novels', 'Literature American', 'Literary Fiction', 'Audiobook', 'Contemporary']",3,United States,https://www.goodreads.com//book/show/310612.A_Confederacy_of_Dunces
315,315,Unravel Me,Tahereh Mafi,187534.0,16551.0,4.21,461,2013.0,True,"['Young Adult', 'Science Fiction Dystopia', 'Fantasy', 'Romance', 'Science Fiction', 'Fantasy Paranormal', 'Fiction', 'New Adult', 'Young Adult Young Adult Fantasy', 'Apocalyptic Post Apocalyptic']",1,,https://www.goodreads.com//book/show/13104080-unravel-me
316,316,The Way of Shadows,Brent Weeks,154511.0,5209.0,4.13,645,2008.0,True,"['Fantasy', 'Fiction', 'Fantasy Epic Fantasy', 'Fantasy Magic', 'Fantasy High Fantasy', 'Adventure', 'Young Adult', 'Science Fiction Fantasy', 'Adult', 'Fantasy Dark Fantasy']",2,,https://www.goodreads.com//book/show/3227063-the-way-of-shadows
317,317,The Maze of Bones,Rick Riordan,77711.0,4862.0,3.85,220,2008.0,True,"['Mystery', 'Adventure', 'Young Adult', 'Childrens Middle Grade', 'Fiction', 'Childrens', 'Fantasy', 'Childrens Juvenile', 'Audiobook', 'Action']",0,France,https://www.goodreads.com//book/show/2921082-the-maze-of-bones
318,318,Chains of Gaia,James Fahy,429.0,109.0,4.58,0,,True,"['Fantasy', 'Young Adult', 'Fiction']",0,,https://www.goodreads.com//book/show/33640121-chains-of-gaia
319,319,The Spellman Files,Lisa Lutz,32466.0,3727.0,3.88,6,2008.0,True,"['Mystery', 'Fiction', 'Humor', 'Womens Fiction Chick Lit', 'Thriller Mystery Thriller', 'Adult', 'Adult Fiction', 'Mystery Crime', 'Contemporary', 'Humor Comedy']",5,United States,https://www.goodreads.com//book/show/129117.The_Spellman_Files
320,320,The Wales Boy (Angelica Grace Trilogy #1),Rachel M. Greenebaum Moretti,148.0,65.0,4.33,216,2020.0,False,"['Young Adult', 'Fantasy', 'Romance Paranormal Romance', 'Fantasy Paranormal', 'Romance']",0,,https://www.goodreads.com//book/show/15781364-the-wales-boy
321,321,Skulduggery Pleasant,Derek Landy,57350.0,4395.0,4.13,392,2007.0,True,"['Fantasy', 'Young Adult', 'Mystery', 'Fiction', 'Fantasy Urban Fantasy', 'Fantasy Magic', 'Adventure', 'Childrens Middle Grade', 'Fantasy Paranormal', 'Childrens']",8,,https://www.goodreads.com//book/show/284440.Skulduggery_Pleasant
322,322,Opal,Jennifer L. Armentrout,131943.0,9543.0,4.27,394,2012.0,True,"['Young Adult', 'Fantasy Paranormal', 'Romance', 'Fantasy', 'Science Fiction Aliens', 'Science Fiction', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Fiction']",1,United States,https://www.goodreads.com//book/show/13362536-opal
323,323,The Book of Lost Things,John Connolly,76141.0,8024.0,3.93,339,2006.0,False,"['Fantasy', 'Fiction', 'Young Adult', 'Horror', 'Fantasy Fairy Tales', 'Writing Books About Books', 'Adventure', 'Mystery', 'Adult', 'Childrens']",2,,https://www.goodreads.com//book/show/69136.The_Book_of_Lost_Things
324,324,The Bronze Horseman,Paullina Simons,69543.0,7806.0,4.3,912,2009.0,True,"['Historical Historical Fiction', 'Romance', 'Historical', 'Romance Historical Romance', 'Fiction', 'War', 'Cultural Russia', 'Adult', 'War World War II', 'Adult Fiction']",0,,https://www.goodreads.com//book/show/41014505-the-bronze-horseman
325,325,Hell's Teeth,James Fahy,541.0,172.0,4.2,236,2016.0,True,"['Fantasy Urban Fantasy', 'Fantasy', 'Horror', 'Paranormal Vampires', 'Fantasy Paranormal', 'Science Fiction Dystopia', 'Mystery', 'Science Fiction', 'Dark', 'Fantasy Supernatural']",0,,https://www.goodreads.com//book/show/29561487-hell-s-teeth
326,326,Enclave,Ann Aguirre,68100.0,5082.0,3.9,259,2011.0,True,"['Young Adult', 'Science Fiction Dystopia', 'Horror Zombies', 'Science Fiction', 'Apocalyptic Post Apocalyptic', 'Fantasy', 'Romance', 'Fiction', 'Horror', 'Adventure']",2,United States,https://www.goodreads.com//book/show/7137327-enclave
327,327,The Heart of Aleppo: A Story of the Syrian Civil War,Ammar Habib,6810.0,1048.0,4.35,252,2018.0,False,"['Young Adult', 'Historical Historical Fiction', 'Historical', 'Contemporary', 'Fiction', 'Inspirational', 'War', 'New Adult', 'Drama', 'Young Adult Coming Of Age']",0,,https://www.goodreads.com//book/show/40199729-the-heart-of-aleppo
328,328,Crescent Moon,James Fahy,320.0,113.0,4.61,386,2016.0,True,"['Fantasy Urban Fantasy', 'Fantasy', 'Paranormal Vampires', 'Horror', 'Fantasy Paranormal', 'Science Fiction Dystopia', 'Mystery', 'Dark', 'Science Fiction']",0,,https://www.goodreads.com//book/show/30628688-crescent-moon
329,329,Alice in Zombieland,Gena Showalter,41121.0,5238.0,4.03,404,2012.0,True,"['Young Adult', 'Horror Zombies', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Horror', 'Retellings', 'Fantasy Urban Fantasy', 'Fiction', 'Fantasy Supernatural']",1,,https://www.goodreads.com//book/show/11300302-alice-in-zombieland
330,330,Creatura,Nely Cab,1543.0,348.0,3.82,308,2011.0,True,"['Fantasy', 'Young Adult', 'Fantasy Paranormal', 'Romance', 'Fantasy Mythology', 'Fiction', 'Fantasy Magic', 'Romance Paranormal Romance', 'Business Amazon', 'Fantasy Supernatural']",1,,https://www.goodreads.com//book/show/12039534-creatura
331,331,Torn,Amanda Hocking,65684.0,3227.0,4.04,324,2012.0,True,"['Fantasy', 'Young Adult', 'Fantasy Paranormal', 'Romance', 'Romance Paranormal Romance', 'Fiction', 'Fantasy Magic', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Young Adult Young Adult Fantasy']",0,,https://www.goodreads.com//book/show/11966216-torn
332,332,Effortless,S.C. Stephens,113933.0,4451.0,4.35,487,2013.0,True,"['Romance', 'New Adult', 'Contemporary', 'Romance Contemporary Romance', 'Music', 'Academic College', 'Young Adult', 'Adult', 'Womens Fiction Chick Lit', 'Adult Fiction Erotica']",0,,https://www.goodreads.com//book/show/15842441-effortless
333,333,The Manufactured Identity,Heath Sommer,422.0,114.0,3.53,305,2009.0,True,"['Mystery', 'Fiction', 'Psychology', 'Thriller', 'Thriller Mystery Thriller', 'Suspense', 'Thriller Psychological Thriller', 'Contemporary', 'Historical Historical Fiction', 'Mystery Crime']",0,,https://www.goodreads.com//book/show/6507691-the-manufactured-identity
334,334,Incarceron,Catherine Fisher,59753.0,5365.0,3.64,458,2007.0,True,"['Fantasy', 'Young Adult', 'Science Fiction Dystopia', 'Science Fiction', 'Science Fiction Steampunk', 'Fiction', 'Adventure', 'Young Adult Teen', 'Young Adult Young Adult Fantasy', 'Mystery']",4,,https://www.goodreads.com//book/show/332775.Incarceron
335,335,Champion,Marie Lu,177485.0,15892.0,4.33,369,2013.0,True,"['Science Fiction Dystopia', 'Young Adult', 'Romance', 'Science Fiction', 'Fantasy', 'Fiction', 'Adventure', 'Action', 'Audiobook', 'Young Adult Teen']",0,,https://www.goodreads.com//book/show/14290364-champion
336,336,Reflected in You,Sylvia Day,317534.0,10495.0,4.32,352,2012.0,True,"['Romance', 'Adult Fiction Erotica', 'Contemporary', 'Romance Contemporary Romance', 'Adult', 'Romance Erotic Romance', 'Erotica BDSM', 'Fiction', 'New Adult', 'Womens Fiction Chick Lit']",0,,https://www.goodreads.com//book/show/14622962-reflected-in-you
337,337,Magic Bites,Ilona Andrews,112121.0,7189.0,4.04,261,2007.0,True,"['Fantasy Urban Fantasy', 'Fantasy', 'Fantasy Paranormal', 'Fantasy Magic', 'Paranormal Vampires', 'Romance', 'Romance Paranormal Romance', 'Fiction', 'Adult', 'Paranormal Shapeshifters']",1,United States,https://www.goodreads.com//book/show/38619.Magic_Bites
338,338,The Goddess Test,Aimee Carter,56752.0,5238.0,3.79,293,2011.0,True,"['Young Adult', 'Fantasy', 'Fantasy Mythology', 'Romance', 'Fantasy Paranormal', 'Mythology Greek Mythology', 'Fiction', 'Romance Paranormal Romance', 'Retellings', 'Fantasy Supernatural']",0,United States,https://www.goodreads.com//book/show/9681214-the-goddess-test
339,339,Tiger's Voyage,Colleen Houck,34405.0,2279.0,4.25,560,2011.0,True,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy Mythology', 'Fantasy Paranormal', 'Fantasy Magic', 'Adventure', 'Fiction', 'Fantasy Dragons', 'Fantasy Urban Fantasy']",0,,https://www.goodreads.com//book/show/7849341-tiger-s-voyage
340,340,Daughter of the Forest,Juliet Marillier,59834.0,4329.0,4.23,554,2002.0,True,"['Fantasy', 'Romance', 'Fiction', 'Historical Historical Fiction', 'Young Adult', 'Fantasy Fairy Tales', 'Historical', 'Fantasy Magic', 'Retellings', 'Adult']",3,,https://www.goodreads.com//book/show/13928.Daughter_of_the_Forest
341,341,Infinity,Sherrilyn Kenyon,40741.0,3084.0,4.03,464,2010.0,True,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Fantasy Urban Fantasy', 'Paranormal Vampires', 'Horror Zombies', 'Paranormal Demons', 'Fantasy Supernatural', 'Fiction', 'Romance']",0,United States,https://www.goodreads.com//book/show/6696602-infinity
342,342,Fallen Too Far,Abbi Glines,163446.0,8666.0,4.17,300,2012.0,True,"['Romance', 'New Adult', 'Contemporary', 'Romance Contemporary Romance', 'Young Adult', 'Womens Fiction Chick Lit', 'Adult', 'Adult Fiction Erotica', 'Fiction', 'Love']",1,United States,https://www.goodreads.com//book/show/16070903-fallen-too-far
343,343,The Eyes of the Dragon,Stephen King,110439.0,4768.0,3.93,427,1993.0,False,"['Fantasy', 'Fiction', 'Horror', 'Young Adult', 'Adventure', 'Science Fiction Fantasy', 'Childrens', 'Fantasy Dragons', 'Thriller', 'Childrens Middle Grade']",0,,https://www.goodreads.com//book/show/10611.The_Eyes_of_the_Dragon
344,344,Fragile Eternity,Melissa Marr,41981.0,1944.0,3.84,389,2009.0,True,"['Young Adult', 'Fantasy', 'Fantasy Paranormal', 'Romance', 'Paranormal Fairies', 'Fantasy Urban Fantasy', 'Fairies Fae', 'Fiction', 'Romance Paranormal Romance', 'Fantasy Magic']",1,,https://www.goodreads.com//book/show/5152561-fragile-eternity
345,345,Dewey: The Small-Town Library Cat Who Touched the World,Vicki Myron,57117.0,6183.0,3.84,277,2008.0,True,"['Nonfiction', 'Animals', 'Autobiography Memoir', 'Animals Cats', 'Biography', 'Adult', 'Biography Memoir', 'Writing Books About Books', 'Audiobook', 'Contemporary']",0,United States,https://www.goodreads.com//book/show/3257136-dewey
346,346,Duma Key,Stephen King,105565.0,5707.0,3.94,611,2008.0,False,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Fantasy Supernatural', 'Mystery', 'Audiobook', 'Fantasy Paranormal', 'Suspense', 'Novels']",2,United States,https://www.goodreads.com//book/show/472343.Duma_Key
347,347,The Talisman,Stephen King,110543.0,3558.0,4.13,656,2001.0,True,"['Horror', 'Fantasy', 'Fiction', 'Thriller', 'Adventure', 'Mystery', 'Fantasy Supernatural', 'Audiobook', 'Fantasy Paranormal', 'Science Fiction']",3,,https://www.goodreads.com//book/show/59219.The_Talisman
348,348,Snow Crash,Neal Stephenson,243650.0,9531.0,4.02,438,2000.0,False,"['Science Fiction', 'Fiction', 'Science Fiction Cyberpunk', 'Science Fiction Fantasy', 'Fantasy', 'Science Fiction Dystopia', 'Speculative Fiction', 'Novels', 'Audiobook', 'Classics']",8,,https://www.goodreads.com//book/show/830.Snow_Crash
349,349,The Mummy,Anne Rice,43340.0,1178.0,3.84,480,2004.0,True,"['Horror', 'Fantasy', 'Fiction', 'Fantasy Paranormal', 'Fantasy Supernatural', 'Historical Historical Fiction', 'Romance', 'Historical', 'Northern Africa Egypt', 'Fantasy Urban Fantasy']",0,United Kingdom,https://www.goodreads.com//book/show/43782.The_Mummy
350,350,The Serpent's Shadow,Rick Riordan,131697.0,5588.0,4.27,406,2012.0,True,"['Fantasy', 'Fantasy Mythology', 'Young Adult', 'Childrens Middle Grade', 'Fiction', 'Adventure', 'Childrens', 'Fantasy Magic', 'Fantasy Urban Fantasy', 'Young Adult Young Adult Fantasy']",1,,https://www.goodreads.com//book/show/12893742-the-serpent-s-shadow
351,351,The Wise Man's Fear,Patrick Rothfuss,452542.0,22636.0,4.54,994,2011.0,True,"['Fantasy', 'Fiction', 'Fantasy Epic Fantasy', 'Fantasy High Fantasy', 'Fantasy Magic', 'Science Fiction Fantasy', 'Adventure', 'Audiobook', 'Adult', 'Epic']",5,,https://www.goodreads.com//book/show/1215032.The_Wise_Man_s_Fear
